GAME_DATE,GOALS,ASSISTS,POINTS,OPPONENT
2025-10-23,0,3,3,MTL
2025-10-25,0,0,0,SEA
2025-10-26,0,1,1,VAN
2025-10-28,2,0,2,UTA
2025-10-30,0,0,0,NYR
2025-11-01,0,3,3,CHI
2025-11-03,0,2,2,STL
2025-11-04,1,1,2,DAL
2025-11-08,1,0,1,COL
2025-11-10,2,0,2,CBJ
2025-11-12,0,1,1,PHI
2025-11-13,0,2,2,CBJ
2025-11-15,2,1,3,CAR
2025-11-17,0,0,0,BUF
2025-11-19,0,2,2,WSH
2025-11-20,0,0,0,TBL
2025-11-22,1,0,1,FLA
2025-11-25,0,1,1,DAL
2025-11-29,1,1,2,SEA
2025-12-02,0,0,0,MIN
